date,ticker,open,high,low,close,volume
2024-01-02,MSFT,369.6637976615887,371.68090924219496,362.653379124267,366.7073669433594,25258600
2024-01-03,MSFT,364.86827930524817,369.0705777416299,364.3738912539091,366.4404296875,23083500
2024-01-04,MSFT,366.5096417702584,368.91236039556355,363.0489255004596,363.8102722167969,20901500
2024-01-05,MSFT,364.82871403903994,367.8840285269613,362.3864358970699,363.6224060058594,21004600
2024-01-08,MSFT,365.1550098059731,370.988813066157,364.86828645661416,370.4845275878906,23134000
2024-01-09,MSFT,367.83460167151895,371.76991118457596,367.0237980384077,371.5721740722656,20830000
2024-01-10,MSFT,372.14565492996707,379.85812659429405,372.0962281951205,378.47381591796875,25514200
2024-01-11,MSFT,381.6675761983364,386.29504112370273,376.1106593210736,380.3129577636719,27850800
2024-01-12,MSFT,381.1632692761554,384.3174672848406,380.33270101643035,384.1098327636719,21661200
2024-01-16,MSFT,389.2416139939335,389.6074563331201,383.2693977344923,385.8896484375,27202300
2024-01-17,MSFT,383.6253660644491,385.7314338319448,380.4909325183697,385.0986328125,22234100
2024-01-18,MSFT,387.32338662433057,389.56789757510035,385.74133878224427,389.4492492675781,23392100
2024-01-19,MSFT,391.31800122328355,394.1953430175781,389.0833577969474,394.1953430175781,29331100
2024-01-22,MSFT,395.53021503062706,396.1234867411943,389.17239178292385,392.05963134765625,27016900
2024-01-23,MSFT,391.30812148964645,394.8973833764225,389.5085418380042,394.4227600097656,20525900
2024-01-24,MSFT,397.0331767370542,401.0772674984209,395.95541437351613,398.0417175292969,24867000
2024-01-25,MSFT,399.78199083712803,402.44180116533613,398.0120730325646,400.3258056640625,21021200
2024-01-26,MSFT,399.83139569486946,401.61121081981145,397.9131676038507,399.3963317871094,17803300
2024-01-29,MSFT,401.5024138062242,405.37842932819404,399.7918203197978,405.121337890625,24510200
2024-01-30,MSFT,407.6328499314226,408.4139613345208,401.8880631298829,404.0040283203125,33477600
