date,ticker,open,high,low,close,volume
2024-01-02,AAPL,185.78942219080653,187.07005243391947,182.55312769161858,184.2904052734375,82488700
2024-01-03,AAPL,182.88074176951616,184.52867738484042,182.0964765011294,182.9105224609375,58414500
2024-01-04,AAPL,180.82578520690032,181.7589539428833,179.5650288616003,180.58753967285156,71983600
2024-01-05,AAPL,180.66696287937032,181.43135417752765,178.86018676112266,179.8628387451172,62379700
2024-01-08,AAPL,180.76622380895435,184.2507162227342,180.18051667398524,184.21099853515625,59144500
2024-01-09,AAPL,182.58292017691045,183.80397397190293,181.40156892129536,183.79405212402344,42841800
2024-01-10,AAPL,183.0098210810569,185.04490590225782,182.5829392119836,184.83644104003906,46792900
2024-01-11,AAPL,185.1838742981323,185.69017636593313,182.28510409693843,184.24078369140625,49128400
2024-01-12,AAPL,184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40477800
2024-01-16,AAPL,180.83571426310817,182.92043833380222,179.61464536328148,182.29502868652344,65603000
2024-01-17,AAPL,179.95220591318565,181.60012651740652,178.98925641635856,181.35194396972656,47317400
2024-01-18,AAPL,184.73713933247967,187.76496914507203,184.47903496158258,187.25868225097656,78005800
2024-01-19,AAPL,187.9535897974558,190.55453778649462,187.4473029046773,190.16737365722656,68903000
2024-01-22,AAPL,190.9020161446229,193.90998737033232,190.86229845472488,192.48045349121094,60133900
2024-01-23,AAPL,193.60223731108647,194.3269260762536,192.42088601370864,193.7610626220703,42355600
2024-01-24,AAPL,193.99930838143553,194.9523359132993,192.92715808853583,193.08599853515625,53631300
2024-01-25,AAPL,193.80077725921535,194.84314692565724,191.70611607825748,192.75840759277344,54822100
2024-01-26,AAPL,192.85767485186383,193.3441028913112,190.54461197208147,191.0211181640625,44594000
2024-01-29,AAPL,190.614099077556,190.80272021826386,188.20177223046258,190.3361358642578,47145600
2024-01-30,AAPL,189.55186921289842,190.4056176214667,186.10709489036137,186.67294311523438,55859400
