date,ticker,open,high,low,close,volume
2020-01-02,VOO,273.27581818163964,274.3421202461059,272.40254509577414,274.3145446777344,3142400
2020-01-03,VOO,271.37313221500403,273.34025569607047,271.20767873624055,272.31072998046875,3247900
2020-01-06,VOO,270.63767670925756,273.3953460017599,270.5733243598415,273.33099365234375,2777100
2020-01-07,VOO,272.84376146400837,273.2573949580815,272.1451430485186,272.5771789550781,2251800
2020-01-08,VOO,272.7426249893361,275.13261019402546,272.5220204651195,273.98358154296875,3719500
2020-01-09,VOO,275.5188063231772,275.941641181138,274.9304899534331,275.8772888183594,2168500
2020-01-10,VOO,276.4471019388916,276.5574042048704,274.6546340118191,275.086669921875,3666800
2020-01-13,VOO,275.6841839869234,276.9802918334797,275.28892481418615,276.90673828125,2728000
2020-01-14,VOO,276.5849794392553,277.5225766563126,276.06101567716945,276.53900146484375,2620100
2020-01-15,VOO,276.5115617586041,277.8811955143168,276.4012594497506,277.155029296875,2822300
2020-01-16,VOO,278.4694551912869,279.4806062373173,278.25802377406035,279.4714050292969,2582600
2020-01-17,VOO,280.1516303214883,280.5469175972649,279.62769444400055,280.418212890625,2218000
2020-01-21,VOO,279.51731663347067,280.5652443154142,279.4437911367801,279.83905029296875,2757900
2020-01-22,VOO,280.64805660999883,281.2087973965587,279.7380345420615,279.9126892089844,2765300
2020-01-23,VOO,279.29679834022926,280.335525136182,278.2121216012126,280.1884460449219,2673100
2020-01-24,VOO,280.7491141514335,280.8410140137697,276.511481335693,277.6329345703125,3448200
2020-01-27,VOO,272.86213168129876,274.5994764874027,272.5036493252114,273.22064208984375,4302000
2020-01-28,VOO,274.5718715164005,276.8883029573376,274.130634457551,276.1805114746094,3562500
2020-01-29,VOO,277.40315385768605,277.5502329241499,275.693412308413,275.9048156738281,2739400
2020-01-30,VOO,273.96527103979093,276.95274622886484,273.2850268441418,276.7688903808594,4432700
2020-01-31,VOO,276.17133199483567,276.3184110260223,270.91337585285436,271.8050231933594,6184700
2020-02-03,VOO,273.1195303951844,275.4635658519735,273.0368036923509,273.7813720703125,3205200
2020-02-04,VOO,277.14573967818046,278.7360055967784,276.8332072186363,278.0006103515625,2292800
2020-02-05,VOO,280.7308389546076,281.35590417454915,279.32442818350216,281.1445007324219,3049900
2020-02-06,VOO,282.0176175546571,282.27499888385324,281.10759572151017,282.1003723144531,1925500
2020-02-07,VOO,281.1259933942171,281.82461193959034,280.12404356346315,280.6663818359375,2249000
2020-02-10,VOO,279.8022989690823,282.71622013360815,279.76552219484915,282.679443359375,2246900
2020-02-11,VOO,283.9756202432921,284.67423886142944,282.76223887046405,283.19427490234375,2438800
2020-02-12,VOO,284.5547011931693,285.20734174085896,284.1962187706923,285.0143127441406,2115800
2020-02-13,VOO,283.6722537478721,285.6210022278878,283.4516211286039,284.7385559082031,2043400
2020-02-14,VOO,285.0603029594556,285.2625331925582,284.0399786373018,285.2165832519531,1637000
2020-02-18,VOO,284.260495542119,284.7936605614844,283.1482436294166,284.4351501464844,3000300
2020-02-19,VOO,285.34519809915076,286.4206732322928,285.0694143849789,285.8048095703125,2257500
2020-02-20,VOO,285.28090006027463,286.0530441124995,281.8981657212525,284.68341064453125,4617300
2020-02-21,VOO,283.3964575060891,283.6538388401813,280.9329464437121,281.732666015625,2678000
2020-02-24,VOO,272.97257194799437,275.1971049104331,271.3271822661714,272.31072998046875,7097000
2020-02-25,VOO,273.6802880484539,274.13989957223316,263.22869843364737,264.1295471191406,8465800
2020-02-26,VOO,265.29693388418434,268.67049460317924,262.41978948732196,262.9621276855469,10233700
2020-02-27,VOO,257.90639541738847,261.50056059627065,251.27877760612634,251.30638122558594,14897000
2020-02-28,VOO,243.88824654187044,250.87434676471912,241.06622527507824,249.78964233398438,23179600
2020-03-02,VOO,251.86712259021107,261.09613011937387,248.64064061965811,260.9398498535156,12428600
2020-03-03,VOO,261.3718330745712,265.0303502742315,251.27875564741547,253.74229431152344,9805900
2020-03-04,VOO,258.51309596115203,264.41449194766665,256.18746287910596,264.25823974609375,5253900
2020-03-05,VOO,257.65823833865943,260.51703692926054,253.34707951067796,255.40615844726562,6220000
2020-03-06,VOO,247.56518476091838,252.2899771507111,245.06489667818917,251.12257385253906,6669100
2020-03-09,VOO,233.38154676767613,239.9080222072841,230.86287048391608,231.74533081054688,16425900
2020-03-10,VOO,240.5632862264416,243.63865661621094,230.88459390370275,243.63865661621094,10879100
2020-03-11,VOO,237.03536684258972,238.01431528242648,228.6865718954554,231.55877685546875,11480100
2020-03-12,VOO,216.97610459480188,225.04782084382273,208.54419485691793,209.1629638671875,24669300
2020-03-13,VOO,222.25875355516487,228.8343424190576,210.6591135670081,228.70504760742188,19533600
2020-03-16,VOO,205.8105622932435,216.81913962550306,201.46068971690764,201.85781860351562,17271500
2020-03-17,VOO,206.64169903022037,216.06178707262407,200.03840568128075,215.0736083984375,15115500
2020-03-18,VOO,199.5581918842535,207.55603832018957,192.38229411303095,203.31698608398438,20177500
2020-03-19,VOO,201.72847005350982,208.71966195486738,195.8917151532712,203.492431640625,12441200
2020-03-20,VOO,205.76433439709163,207.3897567188207,193.9892211671629,194.62646484375,11533200
2020-03-23,VOO,193.60136589714753,194.66342945649924,185.21563524841005,188.6511993408203,14128200
2020-03-24,VOO,199.84449498381923,207.14968788382916,198.40377718192218,206.64173889160156,13160800
2020-03-25,VOO,207.796124003553,217.5025067671936,203.47397138847583,209.29225158691406,11876400
2020-03-26,VOO,211.7396623023664,222.97912343767734,211.35177784821684,221.87088012695312,12411100
2020-03-27,VOO,214.90739099077268,221.31674998394854,213.02337878402133,215.05516052246094,11170600
