date,ticker,open,high,low,close,volume
2021-10-20,BITO,14.626079892336405,15.225395638117252,14.584507895461428,14.993289947509766,29871900
2021-10-21,BITO,14.775042480461181,14.823541820561772,13.99904907432802,14.144548416137695,20499700
2021-10-22,BITO,14.293509776294522,14.308407134557218,13.475947036523307,13.687265396118164,11914400
2021-10-25,BITO,14.172262077321815,14.310485199718906,14.040620064437965,14.057942390441895,7522900
2021-10-26,BITO,14.012908551640685,14.082193900181311,13.853553175052914,13.877802848815918,6142400
2021-10-27,BITO,13.188414500991202,13.283682011912385,12.990952134270923,13.184950828552246,6527000
2021-10-28,BITO,13.749624268714788,13.816484648795836,12.935525070699843,13.708053588867188,7176600
2021-10-29,BITO,13.663013577152615,14.106438866946846,13.630104071745752,13.992117881774902,7049000
2021-11-01,BITO,13.81544639335707,13.87433808160004,13.378949615463926,13.694196701049805,6042100
2021-11-02,BITO,14.11683359341787,14.34893795314537,14.05447692213122,14.196511268615723,6106400
2021-11-03,BITO,13.915904547271925,14.120295540066051,13.548694551799844,13.995583534240723,5160000
2021-11-04,BITO,13.796390099166915,13.92629960796979,13.496731584064824,13.614516258239746,4282300
2021-11-05,BITO,13.721909042164599,13.805050390465883,13.517518022121077,13.600659370422363,3022000
2021-11-08,BITO,14.601830656670714,14.868577042939704,14.53947398100815,14.743865013122559,8171800
2021-11-09,BITO,15.135327698737695,15.190755718844107,14.740402890290985,15.007150650024414,7763000
2021-11-10,BITO,15.214998805327873,15.343177120034502,14.49443485602563,14.657255172729492,9954400
2021-11-11,BITO,14.400904282079544,14.596634164265604,14.359333602630166,14.418225288391113,3247200
2021-11-12,BITO,14.161868081846654,14.303902416507087,13.839692414188733,14.245009422302246,7672600
2021-11-15,BITO,14.477110299578145,14.501359959322242,14.109899089656,14.165327072143555,6204300
2021-11-16,BITO,13.482877029676134,13.635305063831884,13.132987928697778,13.24038028717041,8119300
2021-11-17,BITO,13.385878188941412,13.472484545051548,13.173173528082295,13.403199195861816,7245800
2021-11-18,BITO,13.09834152678796,13.164161860346926,12.5613812358045,12.855843544006348,11930400
2021-11-19,BITO,12.817739559340087,12.95284525136212,12.786561221065156,12.821203231811523,6827900
2021-11-22,BITO,12.937259053755776,12.980562235677295,12.336210677243768,12.363924026489258,10940500
2021-11-23,BITO,12.637598196141374,12.83506056471327,12.54406318131658,12.821203231811523,6421000
2021-11-24,BITO,12.412420585461513,12.713810261699164,12.374313586562126,12.710345268249512,5460200
2021-11-26,BITO,12.05560343648656,12.083318102306466,11.889319406091133,11.930890083312988,5211600
