date,ticker,open,high,low,close,volume
2020-01-02,QQQ,207.38867167383674,209.09112548828125,206.98240831169753,209.09112548828125,30969400
2020-01-03,QQQ,206.3245542503582,208.42358799872198,206.3052041681287,207.17576599121094,27518900
2020-01-06,QQQ,205.55078275974842,208.53972942317512,205.2992906449561,208.51071166992188,21655300
2020-01-07,QQQ,208.58806226621965,209.07171108567942,207.8239036257811,208.48165893554688,22139300
2020-01-08,QQQ,208.45267062896286,211.0063361659979,208.12379292762938,210.0487060546875,26397300
2020-01-09,QQQ,211.78015389313467,212.23478497809185,210.59038189367632,211.82852172851562,23547000
2020-01-10,QQQ,212.6603643991975,212.67969972243347,210.90954350028605,211.2867889404297,21898500
2020-01-13,QQQ,212.15742384793262,213.75345928093543,211.81886372103247,213.7244415283203,22756900
2020-01-14,QQQ,213.61804507569545,213.97595530248654,212.55402633928807,212.88290405273438,24418100
2020-01-15,QQQ,212.9989579367647,213.96625567013763,212.27348463673496,212.96994018554688,25742100
2020-01-16,QQQ,214.03395995803893,215.04962546532127,213.57932887153916,215.01092529296875,18805000
2020-01-17,QQQ,215.97823075608417,216.2490729331579,214.85616187404065,216.07496643066406,24325200
2020-01-21,QQQ,215.47524200282632,216.5199253465533,215.37852108346547,215.97824096679688,21146300
2020-01-22,QQQ,217.07131455978674,217.7871055241639,216.27812323626256,216.54896545410156,20736400
2020-01-23,QQQ,216.423212838903,217.34214278740527,215.41721487186183,217.2454071044922,26496100
2020-01-24,QQQ,218.26101717427872,218.49317389829528,214.42084474493265,215.4171600341797,37436500
2020-01-27,QQQ,210.55172087609932,212.10907100231188,210.07773961688898,210.96766662597656,42264400
2020-01-28,QQQ,212.4572624038162,214.70140011202068,211.8962279767651,214.20806884765625,26731900
2020-01-29,QQQ,215.3978645436236,215.6396889908442,213.60837249006698,214.5563201904297,28924500
2020-01-30,QQQ,213.17304799461704,215.41717073240335,212.5056102947381,215.32044982910156,39568100
2020-01-31,QQQ,216.22006935428485,216.24908710660236,211.15142372579615,211.9059295654297,52015800
2020-02-03,QQQ,212.94088365634656,215.60095193870563,212.7957949266791,215.10763549804688,25408600
2020-02-04,QQQ,218.04824102971807,220.4084497280524,217.30341768414408,220.0312042236328,30691200
2020-02-05,QQQ,222.68161109550647,222.72029650938654,219.43149021729053,220.75668334960938,38534800
2020-02-06,QQQ,221.30799081666206,222.72025167555677,220.52448219513508,222.66221618652344,22467100
2020-02-07,QQQ,221.6659807176784,222.9041207953362,221.06624600896095,221.7046661376953,25884900
2020-02-10,QQQ,220.96951881773379,224.393746644274,220.91148330945583,224.3840789794922,21478900
2020-02-11,QQQ,225.62219926962217,226.36702266683392,223.8326925354853,224.42274475097656,30198000
2020-02-12,QQQ,225.7479313613621,226.71522901599502,225.1868969505001,226.60882568359375,24471300
2020-02-13,QQQ,225.03212637796736,227.24723151862128,224.76128421473783,226.31863403320312,22773200
2020-02-14,QQQ,226.67652833336078,227.1795272453775,225.9123696822313,226.9667205810547,23438500
2020-02-18,QQQ,225.86403036026485,227.47941587260854,225.62220591662432,227.05380249023438,24394500
2020-02-19,QQQ,228.40799994112714,229.70417525615298,228.1371577785782,229.23019409179688,22230500
2020-02-20,QQQ,228.72721007000422,229.2011764748422,224.29698503748833,227.10214233398438,42604000
2020-02-21,QQQ,225.97044092774567,226.35735414601896,221.82073983656068,222.7396697998047,66017200
2020-02-24,QQQ,214.4305495147659,216.9165117170256,213.05698853616084,214.15003967285156,84522600
2020-02-25,QQQ,215.94921501934752,216.66502064245518,207.71751677267258,208.326904296875,97743000
2020-02-26,QQQ,209.6230780735228,213.07632297347573,207.8722569467749,209.4005889892578,79537700
2020-02-27,QQQ,204.0030807285931,209.34256820989546,198.77967900891775,198.91510009765625,121822600
2020-02-28,QQQ,192.14400017951735,200.3950477631689,191.68936911370665,199.06985473632812,148173700
2020-03-02,QQQ,202.0491271552098,209.48764805135428,199.2052698532455,209.34254455566406,112933900
2020-03-03,QQQ,210.00997109331902,212.42821496166832,200.8303120555409,202.62948608398438,131953500
2020-03-04,QQQ,206.3439418748084,211.19009778994695,204.45769964863374,211.0836944580078,73086200
2020-03-05,QQQ,205.73451966632715,209.28449992772786,203.22922253718602,204.6704864501953,78705500
2020-03-06,QQQ,197.97681672735933,202.31030625208308,196.27437810402287,201.21726989746094,89828400
2020-03-09,QQQ,187.15273912578613,194.58159251219345,185.82754611135348,187.23980712890625,116424000
2020-03-10,QQQ,194.53322674215136,197.6189085399672,187.3461976841973,197.43511962890625,100599200
2020-03-11,QQQ,192.83082107591505,194.18503208316312,186.42729964503147,188.83587646484375,89168800
2020-03-12,QQQ,176.135239770442,184.5410593893439,171.15366237455717,171.521240234375,137820700
2020-03-13,QQQ,180.95238538605722,188.12005002905872,172.30474170298456,186.05003356933594,134882000
2020-03-16,QQQ,168.4548890308054,178.64053266002853,163.62808294032632,163.7635040283203,92054400
2020-03-17,QQQ,169.7317348821573,178.3600289143461,164.2278084038708,176.18360900878906,121257100
2020-03-18,QQQ,165.9979772145498,173.3591141146545,161.34527712543084,170.82479858398438,114156300
2020-03-19,QQQ,169.9445503549494,177.48947603642236,166.01732370602542,171.85012817382812,120896500
2020-03-20,QQQ,175.79668064590842,176.88971695637068,164.53733656331147,165.11770629882812,118983900
2020-03-23,QQQ,165.68282002494158,168.8720190623182,159.87635493774133,165.23692321777344,124639800
2020-03-24,QQQ,174.39738953893107,178.19727522480653,172.49743930037073,178.03248596191406,94881800
2020-03-25,QQQ,178.76917811328073,183.70321168316903,174.46522195260437,176.71414184570312,88754900
2020-03-26,QQQ,178.23602268825428,186.8148551815715,177.98399468994114,186.0199737548828,79887600
2020-03-27,QQQ,181.20226798808488,184.67257492975233,179.00183374156566,179.62222290039062,58845000
2020-03-30,QQQ,181.32826715365115,186.59189348882094,180.6303275866536,186.15567016601562,49356900
2020-03-31,QQQ,185.84550947169134,189.2673455732761,183.4027206395172,184.56594848632812,62659300
2020-04-01,QQQ,179.10846074736284,181.9099075746166,175.31826363071247,176.7238311767578,53715400
2020-04-02,QQQ,175.68660885250625,184.27512912664912,175.42487781318482,180.31044006347656,56465300
2020-04-03,QQQ,179.86456837857173,181.33799822445275,175.73508950398013,177.75135803222656,47487600
2020-04-06,QQQ,184.64350165229487,191.59380403810704,183.39303502691644,190.45965576171875,64763500
2020-04-07,QQQ,196.16918527990825,196.45030768616513,189.9943728940501,190.38211059570312,69904500
2020-04-08,QQQ,192.07851521422626,195.00598407348826,190.1591881832353,194.42437744140625,45940400
2020-04-09,QQQ,196.1498099057074,196.99314754696215,192.93153075627205,194.70545959472656,68252600
2020-04-13,QQQ,193.87183338601724,197.18703996196848,192.66013442735462,196.80899047851562,42853900
2020-04-14,QQQ,200.88024123355015,205.9887667915281,200.09506288908486,205.36837768554688,63959600
2020-04-15,QQQ,202.09195981031704,205.33931837089938,200.77363098106875,203.01284790039062,47036000
2020-04-16,QQQ,205.2036528342162,207.80152840838971,203.264934420804,206.71585083007812,64657400
2020-04-17,QQQ,209.54632369533635,209.87590219040197,205.58164911610749,208.6932830810547,62863200
2020-04-20,QQQ,206.8224792934321,209.26526861649853,206.0566920343594,206.2214813232422,38249100
2020-04-21,QQQ,204.1470311899058,204.68986991615122,197.39059711887748,198.6119842529297,72932800
2020-04-22,QQQ,202.692964488419,205.8433811089773,201.94655394753843,204.5056610107422,40089100
2020-04-23,QQQ,205.30056397282158,207.86937454630205,203.6623594650694,204.06948852539062,43278500
2020-04-24,QQQ,204.5056943086671,207.73366194657098,203.08073522190108,207.28775024414062,34231900
2020-04-27,QQQ,209.5657485805707,209.9922689560241,207.9275293163275,208.95504760742188,36451700
2020-04-28,QQQ,210.66110080650986,210.66110080650986,204.738316842193,205.01942443847656,46862800
2020-04-29,QQQ,209.56576069984925,213.2299371681508,208.54793061615504,212.28965759277344,48716400
2020-04-30,QQQ,213.21053481037228,213.29777358099682,210.6902099811036,212.20240783691406,43359500
2020-05-01,QQQ,207.927548188659,210.03105587557124,205.19394814763865,206.2214813232422,48795000
2020-05-04,QQQ,204.98068802059632,208.8484214806843,204.6510946752377,208.62547302246094,32841000
